,Source_Name,Conf_68_SemiMajor,Conf_68_SemiMinor,Conf_95_PosAng,ROI_num,Extended_Source_Name,Signif_Avg,Pivot_Energy,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,SpectrumType,PL_Flux_Density,Unc_PL_Flux_Density,PL_Index,Unc_PL_Index,LP_Flux_Density,Unc_LP_Flux_Density,LP_Index,Unc_LP_Index,LP_beta,LP_SigCurv,PLEC_Flux_Density,Unc_PLEC_Flux_Density,PLEC_Index,Unc_PLEC_Index,PLEC_Expfactor,Unc_PLEC_Expfactor,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,Unc_Frac_Variability,CLASS1,Flags,Flux50_100,Flux300_1000,Flux1000_3000,Flux3000_10000,Flux10000_30000,Flux30000_100000,AGNness,PSRness
4837,4FGL J2239.2-5657,0.112922765,0.07795433,62.37,1253,,4.3981686,1412.022,1.1159197e-10,2.7521544e-11,1.3575024e-12,3.294513e-13,PowerLaw,6.5843645e-14,1.5562523e-14,2.303432,0.1721021,8.3845894e-14,2.2600052e-14,2.0902326,0.33538225,0.23888251,1.4551414,8.082627e-14,2.1269982e-14,1.5571756,0.591056,0.005610058,0.0045175795,0.6666667,1.5643113,208.73795,7.3598533,0.03650441,4.1784797,fsrq,0,1.958342125615853e-12,4.067694792109222e-10,9.016786622906281e-11,2.927472153579913e-11,1.152564805748102e-12,2.6362913689906547e-15,AGN,Non-PSR
4841,4FGL J2240.6+5833,0.028739491,0.02485411,-33.51,623,,13.464473,1940.8307,1.4596815e-09,1.2813677e-10,1.0566772e-11,1.3162072e-12,PLSuperExpCutoff,3.4846488e-13,3.2119835e-14,2.4452229,0.06302779,4.726172e-13,4.6863924e-14,2.4580536,0.11909364,0.33739612,4.673003,4.740296e-13,4.1940518e-14,1.3682793,0.13924582,0.009229191,0.0009910311,0.6666667,4.7572255,1142.1891,3.2503912,0.0,10.0,PSR,0,9.4432163477709e-11,3.802973935762566e-09,1.2299170570884144e-09,2.2627986984158355e-10,3.615192130032585e-12,1.8561132499554786e-15,Non-AGN,PSR
4844,4FGL J2241.2+4120,0.023312291,0.020228656,-18.03,1260,,10.3541975,2817.2473,4.74421e-10,6.445549e-11,5.4779345e-12,8.497777e-13,PowerLaw,5.82857e-14,7.7812165e-15,2.2181547,0.109617814,6.1126966e-14,9.486594e-15,2.1911042,0.13343953,0.034780264,0.5425705,6.194146e-14,9.1353045e-15,2.0400577,0.25097007,0.0007723539,0.0010083966,0.6666667,0.90666205,601.9879,15.130251,0.4829461,0.21243206,bll,0,1.7100314220197532e-11,1.6281702652776175e-09,3.0519164972986346e-10,1.001298349789792e-10,3.1978693998402363e-11,6.1684186404564745e-12,AGN,Non-PSR
4847,4FGL J2241.7-5236,0.009620946,0.009497601,62.41,787,,42.310345,1995.4261,4.8471347e-09,1.6003238e-10,2.6610922e-11,1.2761529e-12,PLSuperExpCutoff,9.797467e-13,3.3213114e-14,2.0562599,0.017806888,1.5109791e-12,6.4025865e-14,2.18968,0.044741515,0.5021885,19.995651,1.5715087e-12,5.41471e-14,0.6323577,0.1315183,0.013720483,0.0011736,0.6666667,20.488537,3390.7964,6.5628757,0.0,10.0,PSR,0,3.2395790494632593e-09,8.76829453488881e-09,3.938323001051458e-09,8.435537268702831e-10,7.08319644257549e-12,8.551142536847597e-18,Non-AGN,PSR
4848,4FGL J2243.4-2544,0.013691345,0.01264291,80.56,1205,,36.34906,1251.2931,1.8299966e-09,9.125336e-11,1.4746206e-11,1.0031893e-12,LogParabola,1.1799366e-12,5.440329e-14,2.1196923,0.034157153,1.3432395e-12,7.085909e-14,2.0018325,0.057790793,0.12894635,4.848611,1.270427e-12,6.459574e-14,1.853895,0.088381596,0.0019212982,0.0006288923,0.6666667,3.9877267,1562.6572,27.560143,0.21745855,0.07783701,bll,0,6.35095198653346e-10,4.115721985442633e-09,1.4295817862830518e-09,3.5194575032093667e-10,5.201727590331551e-11,1.953517556052553e-11,AGN,Non-PSR
4850,4FGL J2243.7-1231,0.022510545,0.018255128,-17.63,343,,13.791991,2933.5415,4.3418724e-10,5.2655907e-11,4.843283e-12,5.8476797e-13,PowerLaw,5.0886463e-14,6.1419215e-15,2.0104449,0.09194467,4.8441902e-14,6.7627263e-15,2.0297554,0.084998384,-0.025331946,0.6984204,5.0491048e-14,6.376581e-15,2.0283933,0.12620708,-5.5337816e-05,0.00027234826,0.6666667,0.19628492,396.14444,7.3466587,0.0,10.0,bll,0,1.1687729895015764e-08,9.86970727367975e-10,2.8219673819940283e-10,6.684970632608866e-11,4.8878793373896556e-11,1.5944507866794133e-11,AGN,Non-PSR
4852,4FGL J2243.9+2021,0.0074624,0.0072773825,72.66,968,,71.88318,1485.7855,4.32733e-09,1.3040849e-10,4.1674598e-11,1.7164664e-12,LogParabola,1.6711222e-12,4.7548628e-14,1.8550937,0.019501071,1.8284168e-12,5.856714e-14,1.7117276,0.033264995,0.08084225,5.697332,1.7542741e-12,5.3609288e-14,1.6130872,0.044576097,0.0010771526,0.00019792448,0.6666667,6.235906,2574.0264,116.386406,0.32759443,0.09274716,bll,0,5.90298832037206e-09,6.173216160476613e-09,2.767766460465282e-09,1.0944348760588696e-09,3.9674752372320654e-10,1.1721067172398847e-10,AGN,Non-PSR
4853,4FGL J2244.2+4057,0.0074007274,0.007215709,81.95,1260,,77.27142,1147.856,6.135179e-09,1.5095884e-10,5.490068e-11,1.7116278e-12,LogParabola,4.943107e-12,1.0671157e-13,2.1534956,0.015950637,5.5283447e-12,1.4017514e-13,2.0876212,0.02469699,0.08957319,7.818257,5.3693937e-12,1.3122165e-13,1.9032624,0.040583536,0.0020065515,0.00031284045,0.6666667,7.9787154,5880.965,3929.8977,1.4884801,0.39835325,fsrq,0,3.577704532631287e-08,1.6778294309460762e-08,4.521984120486877e-09,1.319534259636157e-09,2.1635807034847687e-10,3.071530529918931e-11,AGN,Non-PSR
4855,4FGL J2244.9-0007,0.054827057,0.045822836,41.67,463,,4.612076,1990.8068,1.6569611e-10,4.157768e-11,2.0549042e-12,6.0108873e-13,PowerLaw,4.4382073e-14,1.1129638e-14,2.328647,0.20243841,4.3296035e-14,1.2326897e-14,2.3370957,0.18899797,-0.016346084,0.19062626,4.4788544e-14,1.1846962e-14,2.297538,0.30706087,0.00013464464,0.0011445234,0.6666667,0.1112446,246.81598,9.305912,0.0,10.0,bll,16,2.1188214756936302e-13,5.856652385283212e-10,1.3051465463931322e-10,3.0802083106351574e-11,7.670588123009914e-12,4.1573122440234644e-15,AGN,Non-PSR
4857,4FGL J2245.9+1544,0.02121542,0.019735275,-71.61,699,,14.875477,3128.091,5.650986e-10,6.1799114e-11,6.3178343e-12,6.837867e-13,PowerLaw,5.834433e-14,6.314031e-15,1.9981896,0.08560759,6.21839e-14,8.219425e-15,1.9548087,0.10639268,0.04579825,0.7934521,5.9296196e-14,6.9695912e-15,1.9547334,0.13959251,0.00014746777,0.0004346187,0.6666667,0.32415503,406.59354,25.197556,0.3873483,0.17117165,bll,0,1.4407938175864388e-09,1.0580984977082153e-09,4.0524950062348353e-10,1.3563454526188679e-10,3.515719312896515e-11,1.59067082422526e-11,AGN,Non-PSR
4859,4FGL J2247.4-0001,0.020166982,0.01874851,57.95,463,,15.064277,2462.7246,6.0795297e-10,6.2634606e-11,6.7547075e-12,6.9647304e-13,PowerLaw,1.0141142e-13,1.0450068e-14,2.0742457,0.08221232,1.080645e-13,1.28653395e-14,2.0282562,0.11386191,0.05049772,1.0010897,1.0833261e-13,1.2434087e-14,1.8580644,0.20800401,0.0009890471,0.00093129056,0.6666667,1.4805175,599.51556,11.694847,0.29839554,0.15837148,bll,0,2.6232724437136312e-08,1.680270589332622e-09,3.436629592012963e-10,1.785093323158904e-10,4.149121671237488e-11,1.049158589866428e-11,AGN,Non-PSR
4861,4FGL J2247.8+4413,0.015418182,0.0138146905,4.25,1260,,15.68136,6147.041,4.886283e-10,5.973803e-11,6.221992e-12,7.063798e-13,PowerLaw,1.5621004e-14,1.7524703e-15,1.7646433,0.074978694,1.6575093e-14,2.2012938e-15,1.7351555,0.09049277,0.029208032,0.7506538,1.6770317e-14,2.0449904e-15,1.608505,0.131141,0.00032363136,0.00023931677,0.6666667,1.3333254,367.77145,13.161317,0.34518343,0.18477312,bll,0,4.9041601890564834e-09,8.324879674503904e-10,2.870393922549397e-10,1.0204449785167213e-10,6.64116608928289e-11,3.14384351884911e-11,AGN,Non-PSR
4862,4FGL J2248.7-3235,0.055197094,0.04921484,-5.44,558,,10.337224,416.1913,2.0996586e-10,3.3707162e-11,5.074806e-12,5.187255e-13,PowerLaw,4.6507195e-12,4.6367955e-13,2.839221,0.08873651,4.7851597e-12,5.6043684e-13,2.8232987,0.10025432,0.02756893,0.47310218,4.8077154e-12,5.2430114e-13,2.7269437,0.18540493,0.0019315227,0.0028880755,0.6666667,0.7338602,999.0613,39.574738,0.5822829,0.18754835,fsrq,0,3.564960238122694e-08,1.6591754636863243e-09,1.8004299440210758e-10,2.2040851782589854e-11,1.407876755037422e-16,2.524816221538713e-16,AGN,Non-PSR
4863,4FGL J2248.9+2106,0.056060508,0.04267753,76.41,968,,7.230855,1499.9789,2.5066912e-10,4.230961e-11,3.0921982e-12,5.3408975e-13,PowerLaw,1.2950823e-13,2.1088691e-14,2.3218968,0.1310227,1.4488743e-13,2.8479162e-14,2.2211409,0.20532012,0.10417824,0.9971551,1.4018036e-13,2.5596272e-14,2.0368073,0.35085243,0.0018718421,0.0023082525,0.6666667,1.073892,359.86166,15.667109,0.59509784,0.26307425,fsrq,0,1.494804557911067e-10,8.670787976505778e-10,2.093171469486066e-10,5.382567308531705e-11,6.813465590338463e-12,7.035530437021593e-17,AGN,Non-PSR
4865,4FGL J2249.4-1300,0.035523493,0.03206982,-45.47,439,,11.348347,1155.9833,4.2280587e-10,5.161093e-11,5.4262163e-12,6.224271e-13,PowerLaw,4.1120089e-13,4.571405e-14,2.3689754,0.08752659,4.2283478e-13,5.524559e-14,2.3615313,0.09421339,0.019280294,0.40573487,4.04821e-13,4.6393455e-14,2.404888,0.10590972,-0.0002502806,0.00040091216,0.6666667,0.50694555,695.34143,119.12494,1.4684011,0.40986782,bll,0,5.507604463640681e-13,2.070485782823539e-09,3.5096670014667097e-10,3.028388304016083e-11,6.424203616989255e-12,1.1567305273352257e-11,AGN,Non-PSR
4868,4FGL J2250.0+3825,0.011779491,0.010484365,-71.2,264,,21.942179,5333.2573,6.990591e-10,6.2466185e-11,9.308798e-12,8.4489105e-13,PowerLaw,2.9379582e-14,2.5175973e-15,1.716951,0.0557081,2.997603e-14,3.104244e-15,1.7072326,0.06297541,0.0088408245,0.3109725,2.947664e-14,2.7192373e-15,1.7112805,0.08211656,1.1456861e-05,0.00012518134,0.6666667,0.083622694,490.39676,24.531927,0.3988765,0.15139602,bll,0,1.4314998963982362e-08,8.594427391983572e-10,4.285780064172684e-10,1.9538821949272034e-10,5.735577984777862e-11,5.57186206895377e-11,AGN,Non-PSR
4869,4FGL J2250.4-4206,0.019735275,0.017021673,-84.61,613,,16.27551,1416.672,4.5220017e-10,4.391749e-11,5.090263e-12,4.6620807e-13,PowerLaw,2.4747205e-13,2.237016e-14,2.1530044,0.07170555,2.4074994e-13,2.5546022e-14,2.1670716,0.07348944,-0.015942791,0.46636897,2.4668811e-13,2.3083488e-14,2.1596205,0.09539594,-3.844932e-05,0.00031987726,0.6666667,0.10847907,625.69293,27.84314,0.46259847,0.1646568,bll,0,3.917881991055694e-11,1.2528801329736439e-09,3.4409863847173483e-10,7.964704590301963e-11,2.2731896226479975e-11,1.1609315939131726e-11,AGN,Non-PSR
4873,4FGL J2250.7-2806,0.010977746,0.010484365,-74.67,698,,55.50102,859.10126,2.9357192e-09,1.076662e-10,2.6221232e-11,1.1884655e-12,LogParabola,4.543265e-12,1.424537e-13,2.181623,0.025498724,4.9174484e-12,1.7400972e-13,2.0529442,0.04219223,0.095078304,4.8962336,4.7326596e-12,1.5970859e-13,1.9485756,0.06328375,0.0018675788,0.00051200384,0.6666667,4.609641,2911.2407,502.9007,0.78078216,0.21120076,bll,0,4.536859776749225e-08,8.464298595356468e-09,2.225283068924e-09,5.823608817401293e-10,9.485823931898452e-11,1.787247433382433e-11,AGN,Non-PSR
4874,4FGL J2251.5-4928,0.0138146905,0.013136291,75.87,787,,23.579025,2229.34,7.0291817e-10,5.5732138e-11,6.314643e-12,6.840984e-13,LogParabola,1.221849e-13,9.428372e-15,1.8152964,0.050572157,1.4873461e-13,1.3335888e-14,1.6006075,0.09690446,0.15377623,4.1233335,1.3957534e-13,1.2087541e-14,1.3503374,0.14889014,0.0019243975,0.00064951746,0.6666667,4.2216744,397.94485,52.63804,0.59076923,0.17962983,bll,0,2.1586205045664997e-12,7.305941407409478e-10,3.8270148161601014e-10,2.1261814531214895e-10,7.767547022252685e-11,1.2666906586134008e-11,AGN,Non-PSR
4876,4FGL J2252.0+4031,0.013876365,0.012951273,89.64,1260,,23.08225,2464.368,9.691395e-10,6.691313e-11,1.08045396e-11,7.5419114e-13,PowerLaw,1.6126458e-13,1.1130789e-14,2.013958,0.053720627,1.731101e-13,1.4087351e-14,1.953518,0.07322249,0.050703295,1.3976784,1.7230652e-13,1.29882575e-14,1.8116741,0.1099429,0.0008178381,0.00043228065,0.6666667,2.084195,957.5605,19.691181,0.26053402,0.10834248,bll,0,1.962642848241103e-08,2.0536581324392955e-09,5.883374898374427e-10,2.912027008417084e-10,6.66375565838706e-11,1.9716554777726714e-11,AGN,Non-PSR
4877,4FGL J2252.6+1245,0.04798138,0.0393472,-44.81,18,,5.568246,3344.3513,1.6929795e-10,4.029758e-11,1.9019042e-12,4.476395e-13,PowerLaw,1.5370204e-14,3.6167972e-15,1.9778045,0.1529476,1.8686782e-14,5.201519e-15,1.9410619,0.201326,0.1126215,1.1341918,1.6694094e-14,4.350002e-15,1.8004433,0.30140638,0.0006766426,0.0011138045,0.6666667,0.79509145,133.53485,7.476181,0.33803454,0.47931248,bll,0,1.5115153573219686e-09,7.518605182887939e-11,1.878689565026903e-10,3.5914705237560796e-11,8.201946066765942e-12,8.449680191646713e-12,AGN,Non-PSR
4880,4FGL J2253.7+1405,0.03274822,0.03145309,-39.57,18,,6.7265205,3283.4966,2.1369306e-10,4.5485726e-11,2.3771842e-12,5.005766e-13,PowerLaw,1.9862397e-14,4.152795e-15,2.031321,0.15467009,2.5739849e-14,6.531399e-15,1.8758442,0.25602904,0.22884373,1.5914592,2.4125211e-14,6.108798e-15,1.4266145,0.5910034,0.0026828758,0.0028981017,0.6666667,1.4655491,161.28046,18.667164,0.9287465,0.40785873,bll,0,2.1887247222962536e-11,2.5062393826935647e-10,1.4143726467796824e-10,6.337481928131439e-11,1.3013502601910698e-11,5.261240228204844e-12,AGN,Non-PSR
4881,4FGL J2253.9+1609,0.004563782,0.004563782,-53.83,699,,443.8451,517.46234,9.834744e-08,5.963782e-10,1.1148474e-09,5.3422553e-12,PLSuperExpCutoff,6.323089e-10,2.8152322e-12,2.3871574,0.0033762949,7.2006756e-10,3.9487983e-12,2.3148952,0.0049989703,0.09993269,38.145714,7.0141054e-10,3.5839014e-12,2.0142322,0.009545291,0.019907553,0.0014208506,0.5183553,39.507847,72486.0,50905.23,0.80692005,0.2156872,FSRQ,0,2.5202414235536708e-06,4.441109524577769e-07,8.313561039585693e-08,1.408012995085528e-08,1.1093276297557964e-09,6.317891348972537e-11,AGN,Non-PSR
4883,4FGL J2254.8-2725,0.023867346,0.022387201,65.19,698,,10.555517,4869.679,3.1177325e-10,5.775535e-11,3.5060546e-12,6.065195e-13,PowerLaw,1.3492638e-14,2.2623786e-15,1.9740912,0.12945344,1.3997903e-14,2.6690828e-15,1.9533559,0.1483578,0.025030497,0.37471402,1.3970962e-14,2.5146606e-15,1.8722724,0.22419809,0.000262759,0.0005011633,0.6666667,0.5760978,278.4891,39.224495,0.72131044,0.247643,bll,0,1.4595268049699683e-10,3.051224828354293e-10,2.1393004034919727e-10,8.223507985682943e-11,9.920755189574137e-12,2.0094134689507825e-11,AGN,Non-PSR
4885,4FGL J2255.2+2411,0.015911564,0.014431418,38.6,1237,,25.618862,1609.82,1.0007722e-09,6.551599e-11,1.1144684e-11,7.108922e-13,PowerLaw,4.07774e-13,2.5395418e-14,2.101542,0.050226092,3.9754593e-13,2.8822586e-14,2.1184273,0.052135434,-0.015471385,0.63794315,4.095954e-13,2.6525477e-14,2.089409,0.0686926,5.785973e-05,0.00023068146,0.6666667,0.22225824,1092.3811,19.355474,0.23916613,0.0999641,bll,0,2.5253948265913095e-08,2.662502662786892e-09,7.065767970715342e-10,1.9293351638527412e-10,6.733971713579479e-11,2.707657882627945e-11,AGN,Non-PSR
4887,4FGL J2256.0-2740,0.06093266,0.04853644,-90.0,698,,6.7383995,211.31366,3.2158462e-10,6.296331e-11,1.1039975e-11,1.3893249e-12,PowerLaw,7.37169e-11,9.210695e-12,3.0385478,0.07381908,8.267991e-11,1.2712093e-11,2.987514,0.08779228,0.05376724,0.98631024,8.053582e-11,1.1185842e-11,2.8870227,0.14920755,0.0034113068,0.0032339543,0.6666667,1.1318914,2024.8557,27.678488,0.3014781,0.105304666,fsrq,16,4.735333547500886e-08,4.490897431708163e-09,2.58157245580648e-10,2.5307258025297763e-11,3.0656232002567385e-16,1.0122263948255175e-15,AGN,Non-PSR
4889,4FGL J2256.6-2011,0.018131783,0.016589964,69.56,1149,,24.603794,1336.6293,8.663538e-10,6.0114504e-11,9.674515e-12,6.393888e-13,PowerLaw,5.272282e-13,3.326806e-14,2.1192822,0.05012816,5.4569787e-13,4.0827883e-14,2.0956023,0.06191298,0.023539096,0.7988553,5.4648766e-13,3.722813e-14,2.0138302,0.09440204,0.00062840286,0.0005069667,0.6666667,1.472141,1000.2997,7.878109,0.044911496,0.21186467,bll,0,2.236363449981127e-08,2.37783193135499e-09,6.0082228081626e-10,2.325565573446653e-10,3.5136005216429567e-11,1.0239577415138701e-11,AGN,Non-PSR
4890,4FGL J2256.7+1307,0.050139926,0.0366336,81.35,18,,5.9212294,2923.8853,1.7618128e-10,4.049468e-11,1.9604082e-12,4.575067e-13,PowerLaw,2.0508265e-14,4.6644487e-15,2.0947254,0.17684947,2.1771766e-14,5.7570208e-15,2.0473456,0.22089082,0.043356184,0.41832066,2.2722057e-14,5.7215886e-15,1.8186507,0.36713597,0.0010921208,0.0014088174,0.6666667,0.77792186,157.94762,15.576526,0.49289155,0.36830825,bll,0,1.8768155918280627e-09,4.155651933679394e-10,1.3395053122255973e-10,3.084789021445822e-11,2.0642878031940093e-11,1.0176009810032461e-17,AGN,Non-PSR
4891,4FGL J2256.8-1024,0.024484074,0.021523781,-50.01,439,,27.3368,1008.79266,1.2649363e-09,8.1717105e-11,7.93376e-12,5.6307866e-13,PLSuperExpCutoff,1.2090286e-12,6.784093e-14,2.1817737,0.042291224,1.6542481e-12,1.10511345e-13,1.9089419,0.09615728,0.3708903,7.315979,1.5931596e-12,1.03935984e-13,1.005249,0.2216524,0.012111987,0.0023222247,0.6666667,7.626959,953.44293,8.279588,0.055989247,0.13192137,PSR,0,2.0610793072251e-08,2.7660356227698912e-09,1.0560672336623611e-09,2.041291996546235e-10,8.39156814782388e-13,1.394635275320244e-13,Non-AGN,PSR
4892,4FGL J2257.5+0748,0.0698752,0.06568146,54.45,18,,4.678823,1340.0419,1.6858545e-10,3.9596052e-11,2.0500086e-12,4.6313105e-13,PowerLaw,1.1218454e-13,2.4831713e-14,2.3028893,0.16998081,1.8323758e-13,4.7497098e-14,1.8120846,0.42652026,0.8829918,1.4215249,1.7089123e-13,1.1231969e-13,0.058378473,1.7821984,0.02183651,0.02125538,0.6666667,1.2810415,239.24571,9.315884,0.2523669,0.6417108,bll,0,5.016564941229262e-09,2.157514722433973e-10,2.1990902154822578e-10,2.7592454363012386e-11,1.973878309066701e-12,7.792026335414707e-15,AGN,Non-PSR
4893,4FGL J2258.1-2759,0.013876365,0.013259637,-46.87,698,,44.392902,793.92365,2.7488232e-09,1.0817357e-10,2.6900392e-11,1.3778957e-12,LogParabola,6.6184033e-12,2.1727416e-13,2.4349477,0.024573714,7.752734e-12,2.9034216e-13,2.2990532,0.043759134,0.22041985,8.18676,7.608741e-12,2.8076085e-13,1.7917987,0.1072526,0.008038055,0.0013081019,0.6666667,8.209972,3727.4873,638.48035,0.87957424,0.23726703,fsrq,0,5.890365528671282e-08,1.1636396735070775e-08,2.459087378170466e-09,3.1895583396668314e-10,2.407087376643524e-11,2.6214759529796794e-12,AGN,Non-PSR
4894,4FGL J2258.3-3643,0.02824611,0.026334256,67.86,558,,9.517691,1884.6346,2.5457247e-10,3.7099233e-11,2.855871e-12,4.1030777e-13,PowerLaw,7.5153676e-14,1.0794055e-14,2.1403854,0.11365325,7.8580676e-14,1.3411482e-14,2.1111844,0.14014667,0.029910743,0.4666785,7.7845337e-14,1.1976419e-14,2.047519,0.20288348,0.0004504677,0.0008630577,0.6666667,0.61421776,335.6313,16.547926,0.45261627,0.2093818,bll,0,5.930035129608768e-09,5.404618419468932e-10,2.4531449094311597e-10,1.769959179220848e-11,2.837945677069964e-11,4.927531906812055e-12,AGN,Non-PSR
4895,4FGL J2258.4-5524,0.031206401,0.02799942,-83.17,1253,,12.907871,1547.3827,3.114091e-10,3.6053573e-11,3.5866416e-12,3.9635206e-13,PowerLaw,1.4424928e-13,1.5875537e-14,2.2129064,0.097250484,1.3220142e-13,1.659769e-14,2.2622862,0.08069224,-0.05280888,1.4552493,1.4271283e-13,1.6055811e-14,2.2488363,0.11848244,-0.00016303068,0.00032250717,0.6666667,0.42502916,495.07187,5.5618305,0.0,10.0,bll,0,7.809770607991595e-09,9.082598007026377e-10,1.9817697483048846e-10,6.768006294288753e-11,2.4398844056250368e-11,5.454327527826264e-12,AGN,Non-PSR
4899,4FGL J2300.1+4053,0.03620189,0.025470836,-54.16,1260,,6.601338,9726.679,1.3734505e-10,3.8506948e-11,1.9191168e-12,4.5343145e-13,PowerLaw,2.1574658e-15,5.0901487e-16,1.6707503,0.15093437,3.0626136e-15,8.905124e-16,1.4526751,0.2880559,0.26020062,1.709681,3.0312503e-15,1.0082889e-15,0.6737139,1.0508182,0.0022033409,0.0026498595,0.6666667,1.7507647,94.087166,4.1455026,0.0,10.0,bll,0,2.7183984230294556e-12,2.667192508520877e-11,4.857785701473105e-11,4.049568319564045e-11,2.6178137782495448e-11,1.1467242086449225e-11,AGN,Non-PSR
4900,4FGL J2300.3+3136,0.013629673,0.0125195645,85.19,508,,25.228315,2188.7402,9.2609337e-10,6.8605135e-11,7.925089e-12,8.13904e-13,LogParabola,1.7122072e-13,1.2419037e-14,1.8562875,0.048307553,2.054529e-13,1.7415048e-14,1.6401922,0.08900686,0.16043878,3.967294,1.9274232e-13,1.567613e-14,1.4082396,0.13788974,0.001953462,0.0006213956,0.6666667,3.8546073,509.79773,6.8866553,0.06376982,0.20367338,bll,0,3.997915713760403e-12,9.345233475954728e-10,5.751893961125631e-10,2.6053897927980074e-10,8.164768167118197e-11,1.2528688156376866e-11,AGN,Non-PSR
4903,4FGL J2301.0-0158,0.03614022,0.030404655,-79.57,463,,17.425762,667.5093,5.98683e-10,5.642017e-11,8.653458e-12,6.187847e-13,PowerLaw,2.426575e-12,1.7312655e-13,2.484042,0.057431325,2.7773606e-12,2.3697233e-13,2.4094555,0.081080675,0.114157796,2.4283805,2.7015948e-12,2.1899157e-13,2.1513357,0.16086446,0.0041797645,0.002006404,0.6666667,2.5658112,1163.5262,125.33398,0.80519617,0.22723447,fsrq,0,6.847729848435957e-12,3.1780960085825427e-09,5.343004927382822e-10,7.043770428039053e-11,1.2555058555296927e-11,1.1845026471983804e-14,AGN,Non-PSR
4905,4FGL J2302.7+4443,0.007955782,0.007894109,-28.83,684,,81.531555,1285.5648,6.822798e-09,1.6203953e-10,3.8633433e-11,1.0052553e-12,PLSuperExpCutoff,3.3578927e-12,7.33576e-14,2.0197759,0.015362858,4.838368e-12,1.2656332e-13,1.6847477,0.03752405,0.40199488,22.168005,4.600249e-12,1.1810432e-13,0.7704487,0.08178202,0.010553927,0.00071991805,0.6666667,22.69881,4283.7344,3.5427363,0.0,10.0,PSR,0,1.0811386452758143e-08,9.786329080441192e-09,5.215129661451101e-09,1.4939056658391792e-09,7.04681937802043e-11,2.2047598461001107e-15,Non-AGN,PSR
4906,4FGL J2302.8-1841,0.039162185,0.033364948,-27.36,1149,,7.361768,1785.8763,2.0242664e-10,3.6134536e-11,2.2917813e-12,4.0161795e-13,PowerLaw,6.759821e-14,1.18104735e-14,2.1710627,0.14549632,6.9154216e-14,1.4189093e-14,2.1492214,0.1911891,0.01680924,0.20344017,7.1999264e-14,1.3789927e-14,1.9240097,0.37675986,0.001222784,0.0018054926,0.6666667,0.88715225,256.99985,8.49208,0.23788577,0.430293,rdg,0,3.03530048317846e-11,5.713050033051559e-10,1.3302278722981953e-10,5.6450337460045574e-11,5.946707102438831e-12,7.5519119766259e-15,AGN,Non-PSR
4910,4FGL J2304.6+3704,0.01264291,0.01128611,11.09,508,,19.479929,4067.341,6.4203715e-10,6.0010476e-11,7.752719e-12,7.363937e-13,PowerLaw,4.1780706e-14,3.8241323e-15,1.8313485,0.06282163,4.3714432e-14,4.725078e-15,1.8063116,0.075591505,0.02357812,0.7218602,4.428789e-14,4.3887903e-15,1.6896223,0.11178733,0.00037160114,0.00026164437,0.6666667,1.4826201,515.47253,37.477444,0.50023353,0.1650529,bll,0,1.0780956571920797e-08,1.3824550393337631e-09,2.783893393587533e-10,1.68834904390458e-10,9.321751703872394e-11,3.0315291943416867e-11,AGN,Non-PSR
4911,4FGL J2306.6-1105,0.04329426,0.03725033,-11.54,841,,5.279277,1714.3907,1.6048196e-10,3.603233e-11,1.9029817e-12,4.378097e-13,PowerLaw,6.004812e-14,1.328828e-14,2.2658062,0.16150631,5.6168855e-14,1.4654544e-14,2.2720447,0.14294538,-0.031403504,0.47583196,5.8662066e-14,1.3342339e-14,2.320634,0.18833871,-0.00026093845,0.00046686537,0.6666667,0.44341648,228.172,6.740474,0.0,9.999999,bll,0,8.251141740342471e-14,8.920109650922825e-10,7.583425554180678e-11,2.310072619304826e-11,1.1697950767775023e-11,3.321962063068673e-12,AGN,Non-PSR
4912,4FGL J2307.4-1206,0.035153456,0.030342981,2.02,841,,5.451782,4404.558,1.3967638e-10,3.7675394e-11,1.5942619e-12,4.0778597e-13,PowerLaw,7.526146e-15,1.9233416e-15,1.9313188,0.18274689,7.211053e-15,2.1166589e-15,1.9479104,0.17029889,-0.018857308,0.26597157,7.577361e-15,2.0600587e-15,1.9052511,0.27097613,6.583109e-05,0.00050971995,0.6666667,0.13252349,118.201706,6.553383,0.0,9.999999,bll,0,1.9062000242153765e-12,3.864478459458809e-10,9.151119445549583e-11,3.0350312107269017e-12,2.1091666607686577e-11,7.675517339766902e-12,AGN,Non-PSR
4913,4FGL J2307.6+1451,0.031021383,0.025039129,68.2,817,,10.948418,1906.8788,5.1413257e-10,6.178759e-11,5.795108e-12,6.9166753e-13,PowerLaw,1.4852509e-13,1.7671262e-14,2.1574743,0.087435886,1.9343975e-13,2.7140708e-14,1.9109465,0.16013947,0.25482386,2.7787595,1.8132316e-13,2.4707314e-14,1.4822332,0.2866218,0.0039849617,0.0018126199,0.6666667,2.7438889,515.4595,59.418667,0.8014258,0.2457485,bll,0,4.936733688509776e-08,8.276285767827574e-10,4.811560039286178e-10,1.2018161466009758e-10,2.6234639460831488e-11,2.8476513681818805e-12,AGN,Non-PSR
