,Source_Name,Conf_68_SemiMajor,Conf_68_SemiMinor,Conf_95_PosAng,ROI_num,Extended_Source_Name,Signif_Avg,Pivot_Energy,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,SpectrumType,PL_Flux_Density,Unc_PL_Flux_Density,PL_Index,Unc_PL_Index,LP_Flux_Density,Unc_LP_Flux_Density,LP_Index,Unc_LP_Index,LP_beta,LP_SigCurv,PLEC_Flux_Density,Unc_PLEC_Flux_Density,PLEC_Index,Unc_PLEC_Index,PLEC_Expfactor,Unc_PLEC_Expfactor,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,Unc_Frac_Variability,CLASS1,Flags,Flux50_100,Flux300_1000,Flux1000_3000,Flux3000_10000,Flux10000_30000,Flux30000_100000,AGNness,PSRness
1535,4FGL J0828.0+2307,0.059144147,0.042184148,-24.52,724,,4.899588,4870.538,1.2640752e-10,3.472619e-11,1.4949445e-12,3.9006567e-13,PowerLaw,5.821934e-15,1.5153983e-15,1.8627385,0.17166235,6.3055187e-15,1.9777118e-15,1.8561103,0.21297136,0.052216332,0.52297014,5.7940827e-15,1.6187995e-15,1.8303558,0.2446459,8.153093e-05,0.0004857553,0.6666667,0.18824911,105.27867,2.4775035,0.0,10.0,bll,0,4.336206740895854e-12,2.1521455451090077e-10,1.255216347528787e-10,1.0975845232685799e-11,1.5702333530653867e-11,2.5891675956013493e-12,AGN,Non-PSR
1536,4FGL J0828.3+4152,0.038360436,0.02892451,42.46,723,,5.4544106,4303.7134,1.13042076e-10,3.1439202e-11,1.2761645e-12,3.3752677e-13,PowerLaw,6.2822524e-15,1.6511656e-15,1.961183,0.19182435,6.002475e-15,1.9497568e-15,1.9789062,0.21043876,-0.015725609,0.16878302,6.3432565e-15,1.797728e-15,1.8932986,0.30248642,0.00017147155,0.0006262109,0.6666667,0.2699098,121.25628,4.004803,0.0,10.0,bll,0,1.1565759017173605e-08,1.5672142750222662e-10,9.91860968357905e-11,7.0358974722795065e-12,7.883430019894888e-12,8.371824067321398e-12,AGN,Non-PSR
1538,4FGL J0828.7-2422,0.08066793,0.05149673,-80.2,720,,4.949489,1726.049,2.0127951e-10,4.3246934e-11,2.4589803e-12,5.6198134e-13,PowerLaw,7.487117e-14,1.5909412e-14,2.309193,0.15595481,8.058778e-14,1.9256664e-14,2.2946594,0.18890892,0.047174215,0.58555955,7.9802396e-14,1.8559185e-14,2.1379626,0.3268187,0.0010964824,0.0019340445,0.6666667,0.66866994,293.04834,5.8685145,0.0,10.0,bll,0,7.84468857603117e-14,6.14275574850609e-10,1.0386752569147006e-10,5.5474458360293966e-11,6.786947306242075e-12,4.341217072916003e-15,AGN,Non-PSR
1539,4FGL J0829.0+1755,0.033796657,0.031761456,-66.19,890,,8.745055,1706.9177,2.8517236e-10,4.2997276e-11,3.2454673e-12,4.8063046e-13,PowerLaw,1.05491374e-13,1.5582853e-14,2.1852314,0.10510481,1.3269609e-13,2.290888e-14,2.0312448,0.2010175,0.20537214,2.1836104,1.3094091e-13,2.215905e-14,1.4869229,0.43439478,0.0048396597,0.0030283795,0.6666667,2.340769,375.61707,11.443146,0.39332026,0.2446663,bll,0,2.6170158054505954e-11,8.584219446383656e-10,2.5880625420526826e-10,7.070866808733811e-11,9.251937757581707e-12,2.323812698528955e-14,AGN,Non-PSR
1541,4FGL J0829.4+0857,0.044774402,0.037867054,-12.67,877,,6.7760615,2402.7092,2.0025225e-10,3.8212402e-11,2.2298615e-12,4.2872902e-13,PowerLaw,3.5085223e-14,6.6905443e-15,2.0225136,0.1325234,4.693923e-14,1.0933548e-14,1.9103563,0.23737521,0.2613207,1.8946596,4.4267233e-14,1.0357612e-14,1.3206304,0.5627485,0.004248129,0.003785797,0.6666667,1.7354987,197.83275,4.756815,0.0,10.0,fsrq,0,1.4702119729981256e-12,2.39119418710132e-10,1.8554456582275947e-10,4.94344704060623e-11,1.5563980659827337e-11,1.7862491519027762e-16,AGN,Non-PSR
1543,4FGL J0829.7+5105,0.040580656,0.035400145,4.23,1292,,5.1925216,2541.0244,1.2972937e-10,2.9878062e-11,1.4486596e-12,3.3972513e-13,PowerLaw,2.0233386e-14,4.6546925e-15,2.1192088,0.18207833,2.1940181e-14,5.9065704e-15,2.0395582,0.29458076,0.057826523,0.48077822,2.2237806e-14,5.5790554e-15,1.8016018,0.50169647,0.0012376584,0.0019283133,0.6666667,0.8719922,190.90591,4.167781,0.0,10.0,bll,0,6.435986854569364e-09,2.942834032015895e-10,6.077555819716807e-11,5.231973188024597e-11,1.0277342128370281e-13,2.344540794146921e-12,AGN,Non-PSR
1546,4FGL J0830.8+2410,0.017145019,0.01671331,35.24,724,,44.642612,503.69522,1.6544452e-09,7.770818e-11,2.2538204e-11,9.445922e-13,LogParabola,1.4237423e-11,4.5179572e-13,2.521265,0.027106823,1.5728675e-11,5.8089655e-13,2.4243658,0.04221523,0.115136415,4.8940697,1.5442397e-11,5.5261774e-13,2.151833,0.08349971,0.005448085,0.0011919343,0.6666667,5.5212727,3534.1665,1450.3243,1.4129473,0.3788941,FSRQ,0,7.69383632359677e-08,9.268144474106066e-09,1.5057112223715308e-09,1.8834528381361793e-10,1.029823535475538e-11,2.128928797980696e-15,AGN,Non-PSR
1548,4FGL J0831.5+1747,0.035585165,0.031576436,-44.13,890,,7.1992297,4390.9624,1.7113742e-10,3.8319747e-11,1.9879107e-12,4.2820673e-13,PowerLaw,9.434772e-15,2.028739e-15,1.8940772,0.1430549,1.2643272e-14,3.1991191e-15,1.7805649,0.24946967,0.22554484,1.9169259,1.2309343e-14,3.161884e-15,1.1800834,0.5603307,0.002764092,0.0023490076,0.6666667,1.9066919,147.00717,15.281775,0.84439486,0.34719765,bll,0,6.44701523069835e-13,1.9302076687747853e-15,1.556130502233799e-10,4.9842612676043174e-11,1.2349609182504828e-11,6.408620921265207e-13,AGN,Non-PSR
1549,4FGL J0831.8+0429,0.010176,0.00992931,-1.75,1344,,63.885876,582.76666,3.1647405e-09,1.0742334e-10,3.2372494e-11,1.0666003e-12,LogParabola,1.3452973e-11,3.5098023e-13,2.2789001,0.020791935,1.4594824e-11,4.3499026e-13,2.18125,0.031232217,0.08429151,5.2523293,1.4064396e-11,3.957852e-13,2.0687811,0.04870201,0.0023150903,0.0005190542,0.6666667,5.129916,3967.5437,377.63525,0.5414697,0.14716779,bll,0,4.726294378087914e-08,1.2009141237001586e-08,2.375841523516442e-09,5.680284576037309e-10,8.287931452244379e-11,8.030459110186516e-12,AGN,Non-PSR
1551,4FGL J0832.4+4912,0.030774692,0.027444365,-3.22,1292,,11.427631,916.6675,2.801948e-10,3.5851204e-11,3.880613e-12,4.2939496e-13,PowerLaw,5.016516e-13,5.374701e-14,2.4458523,0.09063209,4.8051027e-13,6.1851735e-14,2.462012,0.08824525,-0.026979547,0.59020174,4.949208e-13,5.432801e-14,2.4787128,0.10879218,-0.00025364233,0.00043160017,0.6666667,0.46759415,699.7247,4.988036,0.0,10.0,bll,0,1.912211544663478e-08,1.4335449494140562e-09,1.8796435241608123e-10,4.242220810746211e-11,1.2543974539647174e-11,3.026307503206649e-12,AGN,Non-PSR
1555,4FGL J0833.9+4223,0.03503011,0.028616145,82.08,723,,17.091162,819.42224,4.780407e-10,4.4994782e-11,6.5888644e-12,4.950273e-13,PowerLaw,1.1215071e-12,8.320879e-14,2.441358,0.065367796,1.1600101e-12,1.0025476e-13,2.4200523,0.07644397,0.029658983,0.7177734,1.1692317e-12,9.493714e-14,2.2943892,0.13757795,0.0015043564,0.0012949209,0.6666667,1.3547304,1118.5828,14.606922,0.21888505,0.111744955,fsrq,0,2.4336147246700746e-12,2.443646840433189e-09,3.3248331865465275e-10,1.1204030758715788e-10,5.923748037234278e-12,3.034181866650251e-16,AGN,Non-PSR
1556,4FGL J0834.6+4402,0.051435057,0.039778907,60.35,1323,,10.101768,1215.3257,2.5936486e-10,3.5458657e-11,3.123197e-12,3.927656e-13,PowerLaw,2.1446336e-13,2.6848976e-14,2.289128,0.09680453,2.5827482e-13,3.9077255e-14,2.174587,0.15174107,0.16577195,1.9376394,2.4069784e-13,3.45446e-14,1.9412868,0.26374015,0.0028480128,0.002233959,0.6666667,1.700844,478.15982,20.666906,0.5780564,0.22575855,bll,0,3.6737055619795456e-09,9.405997092315488e-10,2.408377941520712e-10,4.0656512878545215e-11,1.1343859011858637e-11,2.4054865375668826e-15,AGN,Non-PSR
1558,4FGL J0835.2-2243,0.2387968,0.13290472,76.64,720,,5.3502865,933.96686,2.1813429e-10,5.2329373e-11,1.5627403e-12,3.1744496e-13,LogParabola,2.7717021e-13,6.462481e-14,2.5816557,0.14066164,5.9883115e-13,1.1115529e-13,2.467214,0.3611562,0.99998784,4.0222726,5.3129257e-13,9.284293e-14,0.35934463,0.3344119,0.031515867,0.0018463656,0.6666667,3.9370232,245.18747,5.40494,0.0,10.0,fsrq,2050,1.2897644107237594e-12,6.593386392417244e-10,2.2978108304982925e-10,2.6232299752543264e-12,1.1279463420135055e-14,1.5884259305605145e-16,AGN,Non-PSR
1559,4FGL J0835.3-4510,0.004255418,0.004255418,8.16,123,,496.13928,1746.464,1.3506669e-06,4.314733e-09,9.377964e-09,3.2849348e-11,PLSuperExpCutoff,3.2262754e-10,2.0625626e-12,2.2226422,0.0015996973,5.4940863e-10,2.0472476e-12,2.2908757,0.0012975616,0.316005,196.32849,5.5106913e-10,1.9071314e-12,1.2127074,0.018459495,0.023026232,0.0027075235,0.57477283,199.27669,205311.17,4.25317,0.0,10.0,PSR,512,5.864333616045769e-06,3.41753002430778e-06,1.1057406936743064e-06,2.2918287356787914e-07,1.1457331972053453e-08,1.9628877689914503e-10,Non-AGN,PSR
1560,4FGL J0835.7+0936,0.03681862,0.031576436,51.14,877,,6.4337955,2127.9216,1.9916148e-10,3.862918e-11,2.2343856e-12,4.3493507e-13,PowerLaw,4.534139e-14,8.776851e-15,2.1406212,0.13286087,5.1333344e-14,1.1509514e-14,2.1070127,0.17104688,0.07423497,0.9610603,4.8530204e-14,1.01892854e-14,1.9925328,0.23975815,0.00075826125,0.0011118037,0.6666667,0.77690804,235.35886,13.8003025,0.6092877,0.36627704,bll,0,2.3089641093196334e-13,7.624342268641726e-10,1.2792868153699288e-10,4.8748598907577545e-11,9.981026422023476e-12,3.081006153329846e-12,AGN,Non-PSR
1563,4FGL J0836.5-2026,0.14147724,0.09312582,-12.91,720,,10.37854,331.09738,1.8066375e-10,4.816493e-11,5.6692615e-12,7.1022853e-13,LogParabola,1.0295082e-11,1.1183307e-12,2.8312662,0.08287001,1.4631858e-11,1.7711165e-12,2.526741,0.19827326,0.45841676,4.0904784,1.419856e-11,1.6828609e-12,1.3391474,0.3843699,0.034239847,0.009491806,0.6666667,4.1505494,891.14557,11.443514,0.22954315,0.15052582,fsrq,0,2.5378323442737383e-08,2.752468697408972e-09,1.1631947488544014e-10,5.830144086919053e-20,1.0879783300676588e-14,6.095985583589583e-15,AGN,Non-PSR
1567,4FGL J0837.3+1458,0.03885382,0.03392,80.29,877,,5.703354,4918.517,1.2576426e-10,3.4669444e-11,1.4738383e-12,3.79488e-13,PowerLaw,5.6416583e-15,1.4521102e-15,1.8780196,0.18426307,6.328774e-15,1.8995074e-15,1.7647202,0.31214836,0.084189646,0.70740384,6.3608117e-15,1.807362e-15,1.4588081,0.44698486,0.0010632705,0.0010947969,0.6666667,1.0670226,103.776764,5.658278,0.0,10.0,bll,0,1.479603772835958e-09,3.4847186247688455e-10,3.7651423645534976e-11,3.962315198169364e-11,1.2929032844333221e-11,5.220582213055769e-12,AGN,Non-PSR
1574,4FGL J0839.4+1803,0.03206982,0.02867782,1.5,890,,9.381071,1395.9379,2.6831562e-10,3.9085468e-11,3.2997543e-12,4.737639e-13,PowerLaw,1.6353872e-13,2.2485921e-14,2.3179421,0.11639241,1.5234443e-13,2.4619956e-14,2.347249,0.102853425,-0.04169614,0.8660619,1.6228915e-13,2.304844e-14,2.3323197,0.15269825,-9.3527764e-05,0.0005454607,0.6666667,0.15879245,437.4894,14.804637,0.41238984,0.2147708,bll,0,3.5314720037149527e-09,1.0002793038310642e-09,2.035781127007752e-10,4.275216985982766e-11,1.613147289358796e-11,3.205463455432933e-12,AGN,Non-PSR
1575,4FGL J0839.7+3540,0.023435635,0.02220218,-10.92,608,,15.031434,2424.5066,4.1420545e-10,4.2776678e-11,4.6898635e-12,5.0921805e-13,PowerLaw,7.08707e-14,7.2980325e-15,1.9523983,0.07572477,8.165385e-14,1.0023557e-14,1.809774,0.13139205,0.11104601,1.8577628,7.928295e-14,9.202764e-15,1.5922297,0.20865153,0.0014880743,0.000881326,0.6666667,2.1603916,437.3698,8.56445,0.1283138,0.20620829,bll,0,7.268467806238976e-17,6.354847204015357e-10,2.8118093964302204e-10,1.236194618892128e-10,2.8566437410004752e-11,1.1201462500609605e-11,AGN,Non-PSR
1576,4FGL J0839.8+0105,0.0393472,0.030836364,-82.22,1207,,16.682869,672.02563,6.170852e-10,6.090687e-11,6.242883e-12,6.698735e-13,LogParabola,2.0821448e-12,1.6030328e-13,2.412763,0.061067864,2.442987e-12,2.1730634e-13,2.2451062,0.10557163,0.17207924,3.2029698,2.3633775e-12,2.0468352e-13,1.8529754,0.2144601,0.006566983,0.0025309462,0.6666667,3.5669253,861.74927,53.75324,0.5877839,0.17923856,fsrq,0,2.51813663254552e-08,2.41337372308692e-09,5.317015716599371e-10,1.0012156381744575e-10,3.3290516644626875e-15,1.7320127058477973e-16,AGN,Non-PSR
1577,4FGL J0840.8+1317,0.044342693,0.042307492,32.51,877,,8.914071,790.2575,2.7124128e-10,4.2683482e-11,3.88854e-12,5.1062274e-13,PowerLaw,7.181952e-13,9.280468e-14,2.4769158,0.09909766,9.128733e-13,1.3809204e-13,2.3151155,0.18201229,0.23261127,2.3945715,9.0267236e-13,1.3199477e-13,1.6648339,0.41804203,0.009761227,0.004951682,0.6666667,2.6605656,572.22174,45.491657,0.973783,0.30846018,ssrq,0,1.6870386199130394e-09,1.3130624365587096e-09,2.467300808106643e-10,4.839735209816176e-11,9.446163043850181e-17,3.362474197379455e-19,AGN,Non-PSR
1578,4FGL J0841.3-3554,0.009990983,0.009374255,13.96,625,,29.168552,3261.2732,1.5051997e-09,1.0446304e-10,1.394115e-11,1.1549085e-12,LogParabola,1.4129996e-13,8.79112e-15,1.8337498,0.04144232,1.7762154e-13,1.30786495e-14,1.5690936,0.08858212,0.20312308,5.6001215,1.6823205e-13,1.2083713e-14,1.1750534,0.13193016,0.0023427287,0.00050174096,0.6666667,5.9401364,649.04706,38.360767,0.42037743,0.13432261,bll,0,2.0266552880343625e-08,1.1994223392264303e-09,7.888019681878689e-10,5.047061102381178e-10,1.6519056955655032e-10,2.5225233360459676e-11,AGN,Non-PSR
1579,4FGL J0841.3+7053,0.0125195645,0.0120878555,47.51,824,,73.20606,395.26868,1.8192462e-09,6.698537e-11,5.307007e-11,9.923271e-13,LogParabola,5.7146315e-11,1.0025893e-12,2.8048139,0.014078037,7.0830335e-11,1.4273634e-12,2.7987661,0.019951308,0.22430257,13.931797,7.0142094e-11,1.4161711e-12,2.1357138,0.052759748,0.01594674,0.0012631244,0.6666667,14.163157,10592.492,3145.9482,0.87079084,0.23314545,FSRQ,0,2.3016677630494087e-07,2.304840407418851e-08,1.678167826923982e-09,7.00748348236857e-11,2.3430020944237295e-12,3.289290243852676e-15,AGN,Non-PSR
1581,4FGL J0842.5+0251,0.047117963,0.032439854,-47.59,1207,,6.505717,3671.7166,1.6875329e-10,3.7661572e-11,1.8969839e-12,4.1158407e-13,PowerLaw,1.2746686e-14,2.7635373e-15,1.9754845,0.16206478,1.5225493e-14,4.176906e-15,1.7636611,0.3026654,0.15475824,0.9115366,1.4306434e-14,3.5586556e-15,1.6029074,0.47639877,0.0011792902,0.0015373477,0.6666667,1.0447544,151.21362,5.8687944,0.0,10.0,bll,0,2.6166862079901598e-11,5.073856526577715e-15,1.2955432560080027e-10,4.595097913284718e-11,1.1753126250013679e-11,6.350880325106667e-12,AGN,Non-PSR
1585,4FGL J0844.2+5312,0.01603491,0.014863128,51.34,223,,26.186275,1717.214,7.3694506e-10,4.7563977e-11,8.186409e-12,5.3086176e-13,PowerLaw,2.5788378e-13,1.5993088e-14,2.055021,0.048297506,2.771833e-13,2.0670362e-14,2.011678,0.061171997,0.050377134,1.5594066,2.799601e-13,2.0053005e-14,1.8176904,0.123629,0.0014718324,0.00074985746,0.6666667,1.9240521,1002.30536,42.171906,0.39993063,0.1277639,bll,0,5.015392615104197e-11,1.8368310206184901e-09,4.6211653947914044e-10,2.281281691329795e-10,3.151031172099472e-11,6.176611739433513e-12,AGN,Non-PSR
1588,4FGL J0844.9-5458,0.011902837,0.01128611,-74.12,767,,31.463652,1605.2201,1.8353377e-09,9.638562e-11,1.5582575e-11,1.1491601e-12,LogParabola,7.0523443e-13,3.583469e-14,2.120735,0.038690023,7.806821e-13,4.4633175e-14,2.0015988,0.0580907,0.09893004,3.6478121,7.5449716e-13,4.16621e-14,1.8237492,0.09991778,0.0016370357,0.0005415933,0.6666667,3.8588347,1471.8203,16.105553,0.15779395,0.07695675,bll,0,1.4975081175094829e-09,3.78148712343318e-09,1.23207011260007e-09,4.4841591551048054e-10,7.982949024043506e-11,9.531407781093737e-12,AGN,Non-PSR
1590,4FGL J0845.7-5556,0.022017164,0.021153746,56.57,767,,9.8322735,1742.2301,4.3460172e-10,5.5818038e-11,5.382802e-12,7.612016e-13,PowerLaw,1.5875886e-13,2.01646e-14,2.3270195,0.10268875,1.5161285e-13,2.24606e-14,2.3311353,0.09193636,-0.025453432,0.5712894,1.5312538e-13,1.9889172e-14,2.4121413,0.11041254,-0.00039009989,0.00021473753,0.6666667,1.2787863,601.96216,0.6414145,0.0,9.999999,fsrq,0,9.662437516766431e-11,1.5906161943135544e-09,3.402003123653685e-10,4.800169289831402e-11,1.4609305085122593e-11,1.052388991923392e-11,AGN,Non-PSR
1593,4FGL J0847.2+1134,0.014431418,0.014061383,-36.28,877,,16.07808,5198.5527,3.7814846e-10,4.7003658e-11,5.032504e-12,6.414914e-13,PowerLaw,1.6601897e-14,1.9861428e-15,1.7175494,0.07850171,1.8036916e-14,2.5958701e-15,1.6747352,0.09935856,0.040838532,0.9680494,1.7909192e-14,2.3452212e-15,1.5530392,0.14530237,0.0003762062,0.00029980548,0.6666667,1.3718207,252.40169,8.465079,0.13348924,0.2696788,bll,0,3.001560588619667e-13,3.784761670733161e-10,2.461005566001262e-10,9.812228807248857e-11,3.2382554970844524e-11,4.1507675768714947e-11,AGN,Non-PSR
1594,4FGL J0847.9-0702,0.027629381,0.026580947,-69.24,1634,,12.771737,1497.5098,4.0676698e-10,4.6736913e-11,4.6689033e-12,5.1119384e-13,PowerLaw,2.019804e-13,2.210209e-14,2.205494,0.0861541,2.0776161e-13,2.6596325e-14,2.1884642,0.09860853,0.018381158,0.39408404,2.0211643e-13,2.3114396e-14,2.200829,0.12148367,1.9412586e-05,0.00044826616,0.6666667,0.036907773,525.4107,8.391945,0.13150053,0.24952702,bll,0,4.854923130181987e-10,1.569275820401117e-09,2.927542930297733e-10,7.715078575998291e-11,1.9156294606137436e-11,6.325345195540288e-12,AGN,Non-PSR
1595,4FGL J0848.0-0524,0.10441194,0.09183069,54.64,1634,,6.0459614,388.91415,1.1842707e-10,3.0601695e-11,3.1189892e-12,5.167593e-13,PowerLaw,3.4267248e-12,5.5580204e-13,2.8897674,0.13672486,3.727847e-12,6.9471306e-13,2.837931,0.17208764,0.073818296,0.74734116,3.7215357e-12,6.586805e-13,2.5983057,0.32627666,0.005085443,0.005433387,0.6666667,1.0558137,555.7555,9.259371,0.2685762,0.36373207,fsrq,0,4.811941067828229e-09,9.382568055826823e-10,1.435860597087668e-10,5.819926138239673e-12,1.2213512909093737e-14,2.229711266204295e-16,AGN,Non-PSR
1597,4FGL J0848.7+0508,0.02220218,0.021585455,56.75,1207,,4.2754784,19270.648,7.512672e-11,4.1587955e-11,1.1374836e-12,4.4893942e-13,PowerLaw,4.2227128e-16,1.6148293e-16,1.6011443,0.24964252,7.8153184e-16,3.6739816e-16,0.54165906,0.6431812,0.9998608,2.3825598,6.9653277e-16,2.9135956e-16,0.00016653819,0.020087931,0.0023563341,0.0007152633,0.6666667,2.093451,43.132774,12.104644,0.0,10.0,bll,0,3.0118814109414416e-09,4.204898096382692e-10,5.47161170538768e-11,1.435547600888546e-16,1.3084307942667905e-11,1.3810026906757589e-11,AGN,Non-PSR
1600,4FGL J0849.1+6607,0.014616437,0.013938038,-54.81,375,,20.621058,2590.863,5.281462e-10,4.1854558e-11,5.9423725e-12,4.8340075e-13,PowerLaw,7.943383e-14,6.2950565e-15,1.9722558,0.059311893,8.993104e-14,8.469376e-15,1.879976,0.08529452,0.08758717,2.0707266,8.738685e-14,7.629249e-15,1.7068925,0.12737536,0.0010983486,0.0005238253,0.6666667,2.3569605,693.09753,19.401522,0.30980927,0.1279758,bll,0,2.6192256696866423e-10,1.0754064305729116e-09,3.274162330146879e-10,1.513398295571733e-10,4.2404919853300527e-11,1.1739850411252029e-11,AGN,Non-PSR
1602,4FGL J0849.5+0456,0.025347492,0.0210304,-0.66,1207,,11.370294,1967.888,5.0868454e-10,5.780489e-11,5.656915e-12,6.388271e-13,PowerLaw,1.3554158e-13,1.5253617e-14,2.0886004,0.07555952,1.6092004e-13,2.091589e-14,1.9926049,0.11693467,0.124928325,2.2442408,1.5524963e-13,1.9676237e-14,1.726733,0.20910597,0.0020598557,0.0011958089,0.6666667,2.3517952,538.09985,7.0067453,0.0,10.0,bll,0,3.7799927077308837e-10,9.395453304250623e-10,3.5652381047412973e-10,1.618196965313956e-10,1.3439319969388297e-11,6.58264285094412e-12,AGN,Non-PSR
1605,4FGL J0850.0+4855,0.010977746,0.010854401,-58.01,449,,55.797146,659.9557,2.1665036e-09,8.067362e-11,2.2288326e-11,9.061091e-13,LogParabola,6.5073e-12,1.949597e-13,2.2267594,0.024223564,6.79077e-12,2.2548413e-13,2.155493,0.035204485,0.04831489,2.6572943,6.627773e-12,2.0791647e-13,2.1114693,0.049064435,0.0010001134,0.0003990638,0.6666667,2.679605,3324.0466,118.52669,0.29075307,0.0833352,bll,0,2.0014182311456352e-08,7.0650143513262265e-09,1.7475758617990778e-09,3.97698429743798e-10,7.820395719893014e-11,1.4201632925203711e-11,AGN,Non-PSR
1606,4FGL J0850.0+5108,0.011471128,0.01110109,-76.95,449,,57.516068,624.71454,2.156587e-09,7.902782e-11,2.1696516e-11,8.4228674e-13,LogParabola,7.669591e-12,2.203206e-13,2.2700794,0.023547191,8.20428e-12,2.6635107e-13,2.1659815,0.03673965,0.07885881,3.90688,7.9600085e-12,2.459009e-13,2.0626142,0.057528537,0.002109778,0.000572866,0.6666667,3.9552302,3469.823,759.7145,0.763286,0.20592022,NLSY1,0,4.767732875166075e-08,7.783764743862776e-09,1.7323116274781114e-09,3.580853114026894e-10,6.120905171602686e-11,1.0189508091451582e-11,AGN,Non-PSR
1607,4FGL J0850.1-1212,0.013012946,0.0125195645,86.16,1361,,48.197464,625.1678,2.2673525e-09,9.5317136e-11,2.3292833e-11,9.854985e-13,LogParabola,8.313658e-12,2.7431806e-13,2.2964468,0.026390146,9.0147854e-12,3.4021643e-13,2.1981363,0.040105846,0.08400615,4.243782,8.724422e-12,3.1269594e-13,2.0690024,0.064748935,0.0024136992,0.00066772633,0.6666667,4.2881913,2899.9954,626.64014,0.9036661,0.2438177,fsrq,0,4.7456040874749306e-08,8.059126699322405e-09,1.9378854076990137e-09,3.884130794773455e-10,3.966387635001567e-11,8.550119813544033e-12,AGN,Non-PSR
1609,4FGL J0850.5+3455,0.023744,0.022448875,-39.93,608,,12.858574,2204.3823,3.376604e-10,3.9567655e-11,3.7628594e-12,4.4989107e-13,PowerLaw,7.03607e-14,8.187403e-15,2.0167723,0.09337076,7.0260014e-14,9.545192e-15,2.0178998,0.10531261,-0.0011858706,0.016897323,7.226119e-14,8.872173e-15,1.9340013,0.15060969,0.0003250934,0.0005078588,0.6666667,0.7082612,390.45926,16.410856,0.39986208,0.18838258,bll,0,4.6055850799753273e-10,7.80685516232893e-10,2.233625090442004e-10,7.485301267706745e-11,2.26129566460731e-11,1.4100541047279425e-11,AGN,Non-PSR
1611,4FGL J0851.5+5528,0.022263855,0.0196736,44.9,223,,18.024706,1276.4023,4.858853e-10,4.0919164e-11,5.638212e-12,4.3399065e-13,PowerLaw,3.4753534e-13,2.6740236e-14,2.2280118,0.061887726,3.727637e-13,3.3823415e-14,2.1829236,0.0791823,0.051885333,1.2816556,3.719781e-13,3.1813473e-14,2.024599,0.13853642,0.0014486895,0.0009484312,0.6666667,1.849803,891.6906,26.821613,0.37299886,0.13333295,bll,0,9.092025798906889e-09,1.556216933096266e-09,3.5943914511449293e-10,1.1336497712788329e-10,2.2708663074966218e-11,2.5320333937178807e-12,AGN,Non-PSR
1614,4FGL J0852.2+2834,0.06080931,0.055197094,-88.61,1319,,7.01777,902.5894,1.8613003e-10,3.4534757e-11,2.703478e-12,4.467359e-13,PowerLaw,3.5770242e-13,5.6236547e-14,2.4882286,0.12821734,4.0943388e-13,7.374319e-14,2.3593047,0.22116724,0.1423782,1.3608017,4.0472056e-13,7.0898474e-14,1.9691709,0.41296017,0.0051126406,0.003953563,0.6666667,1.7071898,444.43085,13.82554,0.4980668,0.27207693,fsrq,0,8.60264290358792e-11,7.496895881864418e-10,1.9581426757842024e-10,3.383527485967264e-11,2.624672373207706e-17,3.4237154446080075e-17,AGN,Non-PSR
1620,4FGL J0854.0+2753,0.027629381,0.025717529,74.71,1319,,4.1188607,14143.417,4.776847e-11,2.4003716e-11,7.678794e-13,3.0917868e-13,PowerLaw,4.6813055e-16,1.8842187e-16,1.553178,0.24410018,4.6000125e-16,3.8187456e-16,-0.33025742,0.99191713,0.96469885,1.335035,6.3215546e-16,3.2813336e-16,0.0097574415,0.2752683,0.0020902287,0.0010245142,0.6666667,1.4049387,29.66055,10.311084,0.0,10.0,bll,0,9.017199313621216e-12,4.255897370630812e-11,1.605035548912781e-11,9.314310607522192e-12,7.309575687786118e-12,8.59162220534504e-12,AGN,Non-PSR
1621,4FGL J0854.3+4408,0.024792437,0.021092074,56.53,1323,,12.170059,2973.722,2.620498e-10,3.787575e-11,2.1930537e-12,4.1255568e-13,LogParabola,2.7241162e-14,3.8027947e-15,1.8135884,0.08979517,3.7240955e-14,6.142332e-15,1.5318515,0.17881033,0.2603138,3.22012,3.2621458e-14,5.2113495e-15,1.2772199,0.26963148,0.0020458887,0.0011416912,0.6666667,2.5865474,133.49724,11.573175,0.36103567,0.2307684,bll,0,3.3825009460031197e-09,1.4011948545888941e-10,1.355702772265488e-10,1.0237691250303271e-10,1.4571751791314647e-11,7.13279088571106e-12,AGN,Non-PSR
